tx2,gene.name
transcript/1195,abcb4
transcript/1196,nectin1b
transcript/1197,med12
transcript/1198,enschap00000057738
transcript/1199,ap2a1
transcript/1200,ripk2
transcript/1201,kdm2aa
transcript/1202,myom1b
transcript/1203,rnf24
transcript/1204,znf646
transcript/1205,herc7
transcript/1206,enschap00000054949
transcript/1207,ckap5
transcript/1208,synpo
transcript/1209,tnk2a
transcript/1210,sbno1
transcript/1211,myom1b
transcript/1212,kank1a
transcript/1213,sorbs2a
transcript/1214,ttc37
transcript/1215,crebbpa
transcript/1216,kdm2aa
transcript/1217,tonsl
transcript/1218,abcc1
transcript/1219,galnt2
transcript/1220,tgif1
transcript/1221,zgc:63587
transcript/1222,fastkd5
transcript/1223,myh6
transcript/1224,rin2
transcript/1225,col1a2
transcript/1226,c3a.2
transcript/1227,sorbs2a
transcript/1228,thbs2a
transcript/1229,inpp4aa
transcript/1230,chd9
transcript/1231,sec24c
transcript/1232,ash1l
transcript/1233,enschap00000016608
transcript/1234,cntn1b
transcript/1235,zeb2a
transcript/1236,l1cama
transcript/1237,hdlbpa
transcript/1238,nek1
transcript/1239,myom1b
transcript/1240,chd4a
transcript/1241,ap3d1
transcript/1242,slit1a
transcript/1243,kank1a
transcript/1244,unm_sa1261
transcript/1245,brip1
transcript/1246,plekho1b
transcript/1247,ptprz1a
transcript/1248,myha
transcript/1249,slc4a10a
transcript/1250,amer1
transcript/1251,pcf11
transcript/1252,tprn
transcript/1253,si:dkey-25o16.4
transcript/1254,pitpnm3
transcript/1255,suz12b
transcript/1256,adam22
transcript/1257,enschap00000015581
transcript/1258,aglb
transcript/1259,mboat2
transcript/1260,kidins220b
transcript/1261,znf646
transcript/1262,ankfy1
transcript/1263,atad2b
transcript/1264,thbs2a
transcript/1265,si:dkey-81j8.6
transcript/1266,nup155
transcript/1267,galnt12
transcript/1268,zc3h4
transcript/1269,ep300a
transcript/1270,zfp775
transcript/1271,ptar1
transcript/1272,kiaa0825
transcript/1273,pik3r4
transcript/1274,myom1b
transcript/1275,stard7
transcript/1276,col4a6
transcript/1277,abcb11a
transcript/1278,pcf11
transcript/1279,kdm2aa
transcript/1280,herc2
transcript/1281,ppp1r13ba
transcript/1282,fam196b
transcript/1283,edem3
transcript/1284,kidins220a
transcript/1285,col15a1b
transcript/1286,myom1b
transcript/1287,dcaf1
transcript/1289,rreb1b
transcript/1290,ephb3
transcript/1291,fndc3bb
transcript/1292,disp1
transcript/1293,virma
transcript/1294,rin2
transcript/1295,urgcp
transcript/1296,col2a1a
transcript/1298,proser1
transcript/1299,zgc:63587
transcript/1300,fndc3bb
transcript/1301,rgma
transcript/1302,kcnab2a
transcript/1303,hnrnpul1
transcript/1304,lgalsl-b
transcript/1305,map7d2
transcript/1306,smcr8
transcript/1307,enschap00000048480
transcript/1308,ccdc88b
transcript/1309,usp32
transcript/1310,chd4a
transcript/1311,sorbs2b
transcript/1312,fam196b
transcript/1313,kif5c
transcript/1314,top2b
transcript/1315,nsd2
transcript/1316,cdk12
transcript/1317,stk36
transcript/1318,ddr1
transcript/1319,sorbs2a
transcript/1320,mtx3
transcript/1321,myom1b
transcript/1322,myo7aa
transcript/1323,ddx42
transcript/1324,clstn1
transcript/1325,hip1rb
transcript/1326,tnksb
transcript/1327,smarca2
transcript/1328,mgat4a
transcript/1329,kdm2aa
transcript/1330,ncam1a
transcript/1331,si:ch211-196h16.4
transcript/1332,mgat4b
transcript/1333,pcdh1g13
transcript/1334,sorbs2a
transcript/1335,gpc6b
transcript/1336,mcf2l2
transcript/1337,atp2a2a
transcript/1338,tox4b
transcript/1339,ephb1
transcript/1340,clasp2
transcript/1341,mrtfab
transcript/1342,rbm14
transcript/1343,ppp1r12a
transcript/1344,erc2
transcript/1345,erc2
transcript/1346,grin1b
transcript/1347,rasgrf1
transcript/1348,fnip1
transcript/1349,mn1b
transcript/1350,pnisr
transcript/1351,ldb3a
transcript/1352,tut4
transcript/1353,mgat4b
transcript/1354,ptger3
transcript/1355,zscan29
transcript/1356,lpar1-a
transcript/1357,sema7a
transcript/1358,adcy7
transcript/1359,l1cama
transcript/1360,l1cama
transcript/1361,cntnap5l
transcript/1362,coro1cb
transcript/1363,slc2a1b
transcript/1364,sash1b
transcript/1365,setdb1a
transcript/1366,arhgap5
transcript/1367,c3
transcript/1368,usp32
transcript/1369,enschap00000051139
transcript/1370,sos1
transcript/1372,nfasc
transcript/1373,ptar1
transcript/1374,thbs2b
transcript/1375,irs4
transcript/1376,chd9
transcript/1377,suz12b
transcript/1378,kdm2bb
transcript/1379,enschap00000005147
transcript/1380,pde4dip
transcript/1381,letm2
transcript/1382,erc2
transcript/1383,enschap00000051464
transcript/1384,abcc10
transcript/1385,clip1
transcript/1386,vcla
transcript/1387,myom1b
transcript/1388,pcdh1b
transcript/1389,sec24c
transcript/1390,lgalsl-b
transcript/1391,sorbs2a
transcript/1392,trim3b
transcript/1393,trim46a
transcript/1394,adamts13
transcript/1395,hdlbpa
transcript/1396,c4
transcript/1397,cables1
transcript/1398,enschap00000015581
transcript/1399,smyhc3
transcript/1400,slc6a12
transcript/1401,fat1a
transcript/1403,fasn
transcript/1404,cables1
transcript/1405,smyhc3
transcript/1406,matr3l1.1
transcript/1407,snx17
transcript/1408,sorbs2a
transcript/1409,slc39a14
transcript/1410,fam196b
transcript/1411,zmynd8
transcript/1412,camk2b1
transcript/1413,apobb.1
transcript/1414,nbr1a
transcript/1415,f8
transcript/1416,dync1h1
transcript/1417,mapk8ip1
transcript/1418,enschap00000001954
transcript/1419,pnisr
transcript/1420,arhgap29a
transcript/1421,rgl1
transcript/1422,fbn1
transcript/1423,rab12
transcript/1424,dgkd
transcript/1425,synpo2lb
transcript/1426,cdk12
transcript/1427,enschap00000000305
transcript/1428,cadpsb
transcript/1429,pcyox1
transcript/1430,tnksb
transcript/1431,xpo7
transcript/1432,lrp5
transcript/1433,acap3b
transcript/1434,mbnl2
transcript/1435,ubap2l
transcript/1436,chd4a
transcript/1437,aglb
transcript/1438,nrxn1
transcript/1439,ppp1r13ba
transcript/1440,myh9a
transcript/1441,magi2a
transcript/1442,mfap4
transcript/1443,nphp3
transcript/1444,bmpr2a
transcript/1445,slc25a29
transcript/1446,nrxn1
transcript/1447,bcas3
transcript/1448,fam168a
transcript/1449,nrxn1
transcript/1450,ncam1a
transcript/1451,acsl1
transcript/1452,zbtb44
transcript/1453,chd4a
transcript/1454,zeb2a
transcript/1455,c4b
transcript/1456,slc39a14
transcript/1457,rimbp2
transcript/1458,atp2b2
transcript/1459,cul9
transcript/1460,myh7
transcript/1461,ube2o
transcript/1462,hk1
transcript/1463,unm_hu7912
transcript/1464,ptprr
transcript/1465,tmprss3a
transcript/1466,ptgir
transcript/1467,abcc1
transcript/1468,myha
transcript/1469,wdr17
transcript/1470,grm1a
transcript/1471,rapgef2
transcript/1472,eif4g3b
transcript/1473,spen
transcript/1474,cluh
transcript/1475,enschap00000057394
transcript/1476,klhl26
transcript/1477,ipo13
transcript/1478,tnika
transcript/1479,c4
transcript/1480,sun1
transcript/1481,slitrk3b
transcript/1482,nphp4
transcript/1483,abr
transcript/1484,mtor
transcript/1485,rbm5
transcript/1486,epb41l1
transcript/1487,usp28
transcript/1488,dync1h1
transcript/1489,zmynd8
transcript/1490,rabgap1l
transcript/1491,jarid2a
transcript/1492,clcn1a
transcript/1493,pbrm1
transcript/1494,fat1a
transcript/1495,lpin1
transcript/1496,phactr4a
transcript/1497,jag1b
transcript/1498,asb2a.1
transcript/1499,enschap00000051139
transcript/1500,itprid1
transcript/1501,hnrnpul1
transcript/1502,insrb
transcript/1503,pcdh1g13
transcript/1504,slc4a10b
transcript/1505,enschap00000035744
transcript/1506,slc7a1
transcript/1507,parp8
transcript/1508,sec24c
transcript/1509,nfasc
transcript/1510,abcc3
transcript/1511,ptprsa
transcript/1512,col2a1a
transcript/1513,col2a1a
transcript/1514,atp9a
transcript/1515,myh14
transcript/1516,ddx6
transcript/1517,rab12
transcript/1518,kif20bb
transcript/1519,rgs12a
transcript/1520,tns3
transcript/1521,tmem63b
transcript/1522,socs6b
transcript/1523,smg5
transcript/1524,phactr4a
transcript/1525,smarca4a
transcript/1526,wfs1a
transcript/1527,caska
transcript/1528,sned1
transcript/1529,ewsr1
transcript/1530,fam120a
transcript/1531,dusp3a
transcript/1532,smcr8
transcript/1533,aglb
transcript/1534,xpo7
transcript/1535,itprid1
transcript/1536,pfkla
transcript/1537,itga5
transcript/1538,si:ch211-160o17.4
transcript/1539,ptprr
transcript/1540,ctdp1
transcript/1541,vps13b
transcript/1542,tjp1a
transcript/1543,ppp6r2a
transcript/1544,chd4
transcript/1545,enschap00000003398
transcript/1546,enschap00000003398
transcript/1547,ppp1r13bb
transcript/1548,pcyox1
transcript/1549,itprid2
transcript/1550,fat2
transcript/1551,col15a1b
transcript/1552,ppp1r13ba
transcript/1553,hnrnpua
transcript/1554,ank1a
transcript/1555,enschap00000022182
transcript/1556,nbeaa
transcript/1557,enschap00000037567
transcript/1558,ibtk
transcript/1559,slc6a12
transcript/1560,ndst1b
transcript/1561,cluha
transcript/1562,scaper
transcript/1563,abcc3
transcript/1564,sh2d3ca
transcript/1565,stk11ip
transcript/1566,proser1
transcript/1567,itih5
transcript/1568,ninl
transcript/1569,dip2ba
transcript/1570,slc9a5
transcript/1571,cabz01043952.1
transcript/1572,etnk2
transcript/1573,dnmt3bb.2
transcript/1574,ncam1a
transcript/1575,spata13
transcript/1576,abi2
transcript/1577,gpr153
transcript/1578,si:dkey-191g9.7
transcript/1579,ttc37
transcript/1580,myom1b
transcript/1581,sorbs2a
transcript/1582,rreb1b
transcript/1583,map4k3b
transcript/1584,dnm2a
transcript/1585,si:ch211-1i11.3
transcript/1586,aglb
transcript/1587,parp8
transcript/1588,grm2b
transcript/1589,enschap00000001700
transcript/1590,sbno1
transcript/1591,trim25
transcript/1592,egfra
transcript/1593,synpo2
transcript/1594,clcn4
transcript/1595,bcl9l
transcript/1596,pacs2
transcript/1597,suz12b
transcript/1598,zgc:92107
transcript/1599,enschap00000003285
transcript/1600,enschap00000003398
transcript/1601,zc3h13
transcript/1602,kank2
transcript/1603,ncam1a
transcript/1604,stag1a
transcript/1605,mbnl2
transcript/1606,cnot4b
transcript/1607,rreb1b
transcript/1608,rapsn
transcript/1609,zmynd8
transcript/1610,si:dkey-89b17.4
transcript/1611,sema5ba
transcript/1612,cds2
transcript/1613,cep295
transcript/1614,cadpsb
transcript/1615,dhx38
transcript/1616,tonsl
transcript/1617,tbcel
transcript/1618,slc20a1b
transcript/1619,cdan1
transcript/1620,slit3
transcript/1621,exoc7
transcript/1622,cu861477.1
transcript/1623,erc2
transcript/1624,ep300a
transcript/1625,rabl6b
transcript/1626,rbm27
transcript/1627,slco4a1
transcript/1628,enschap00000003285
transcript/1629,myh7
transcript/1630,sorbs2a
transcript/1631,trim9
transcript/1632,cnot4b
transcript/1633,erc2
transcript/1634,si:ch211-160o17.4
transcript/1635,hnrnpul1
transcript/1636,zmp:0000001082
transcript/1637,atp2a2a
transcript/1638,si:ch211-256m1.8
transcript/1639,lpin1
transcript/1640,cntnap5l
transcript/1641,ctbp1
transcript/1642,sorbs2a
transcript/1643,ppp2r5c
transcript/1644,phactr4a
transcript/1645,prdm10
transcript/1646,wdr26a
transcript/1647,ptprsa
transcript/1648,snx11
transcript/1649,ttc17
transcript/1650,enschap00000003435
transcript/1651,bsk146
transcript/1652,astn1
transcript/1653,c3
transcript/1654,bcar1
transcript/1655,cabz01032476.1
transcript/1656,chst8
transcript/1657,dip2ba
transcript/1658,atad2b
transcript/1659,fn1b
transcript/1660,sorbs2a
transcript/1661,fnip1
transcript/1662,fancd2
transcript/1663,recql4
transcript/1664,kcnq5a
transcript/1665,elmsan1a
transcript/1666,med26
transcript/1667,myom2a
transcript/1668,ppp1r13ba
transcript/1669,sort1b
transcript/1670,urb2
transcript/1671,inpp4aa
transcript/1672,ust
transcript/1673,fhod3a
transcript/1674,mtus1a
transcript/1675,si:ch211-196h16.4
transcript/1676,ptprn2
transcript/1677,myha
transcript/1678,erc2
transcript/1679,app
transcript/1680,garre1
transcript/1681,acvr1bb
transcript/1682,rasal2
transcript/1683,mgat4b
transcript/1684,smarca2
transcript/1685,pnpla7
transcript/1686,vwf
transcript/1687,jak2a
transcript/1688,pcf11
transcript/1689,erc2
transcript/1690,enschap00000033194
transcript/1691,lrrfip1
transcript/1692,mphosph8
transcript/1693,nrip1
transcript/1694,sptan1
transcript/1695,enschap00000003398
transcript/1696,magi3
transcript/1697,tnika
transcript/1698,rab2a
transcript/1699,ncam1a
transcript/1700,pcdh1g13
transcript/1701,flnca
transcript/1702,itprid2
transcript/1703,col2a1a
transcript/1704,cu861477.1
transcript/1705,ice1
transcript/1706,cu639469.1
transcript/1707,ppp1r13ba
transcript/1708,myom1a
transcript/1709,nsd2
transcript/1710,sorbs2a
transcript/1711,itgav
transcript/1712,slc7a1
transcript/1713,smarca2
transcript/1714,enschap00000033194
transcript/1715,ube4b
transcript/1716,acvr1bb
transcript/1717,yme1l1b
transcript/1718,ehbp1l1
transcript/1719,mtmr4
transcript/1720,bcar1
transcript/1721,arhgef7b
transcript/1722,trim8a
transcript/1723,letm2
transcript/1724,cluh
transcript/1725,mri1
transcript/1726,tjap1
transcript/1727,nfe2l1
transcript/1728,srebf1
transcript/1729,cdk12
transcript/1730,atp9b
transcript/1731,zmiz2
transcript/1732,arhgap29a
transcript/1733,slc4a10b
transcript/1734,upf1
transcript/1735,akt1
transcript/1736,arhgap1
transcript/1737,ube4b
transcript/1738,auts2a
transcript/1739,phldb2b
transcript/1740,c3
transcript/1741,synrg
transcript/1742,pacs2
transcript/1743,rbm27
transcript/1744,veph1
transcript/1745,ppp1r13ba
transcript/1746,arhgef2
transcript/1747,garre1
transcript/1748,kdm2aa
transcript/1749,efs
transcript/1750,abcc10
transcript/1751,cacnb2b
transcript/1752,dgkd
transcript/1753,si:ch73-173p19.1
transcript/1754,ppp1r13bb
transcript/1755,mrtfab
transcript/1756,met
transcript/1757,kidins220b
transcript/1758,dctn1b
transcript/1759,kdm2aa
transcript/1760,clstn1
transcript/1761,dnm2a
transcript/1762,prkaa2
transcript/1763,itprid1
transcript/1764,itih5
transcript/1765,top2a
transcript/1766,dip2ba
transcript/1767,itih5
transcript/1768,med14
transcript/1769,apobb.1
transcript/1770,trim35-1
transcript/1771,arhgap20b
transcript/1772,brd1b
transcript/1773,si:ch211-193k19.1
transcript/1774,card11
transcript/1775,mbnl2
transcript/1776,tshz1
transcript/1777,slc2a1b
transcript/1778,usp32
transcript/1779,pcdh1g13
transcript/1780,garre1
transcript/1781,usp28
transcript/1782,ppp1r13ba
transcript/1783,si:ch1073-440b2.1
transcript/1784,sash1b
transcript/1785,ndst1b
transcript/1786,slc4a11
transcript/1787,mrc1b
transcript/1788,smyhc3
transcript/1789,smyhc3
transcript/1790,fat1a
transcript/1791,slc4a10b
transcript/1792,c5
transcript/1793,si:ch211-113g11.6
transcript/1794,espl1
transcript/1795,enschap00000051171
transcript/1796,vps13d
transcript/1797,dennd6aa
transcript/1798,iqgap2
transcript/1799,synm
transcript/1800,zeb2a
transcript/1801,frmd4bb
transcript/1802,fasn
transcript/1803,nsd2
transcript/1804,abcc10
transcript/1805,si:ch211-196h16.4
transcript/1806,slc4a10a
transcript/1807,unc5c
transcript/1808,atp9b
transcript/1809,c3
transcript/1810,sbno1
transcript/1811,swt1
transcript/1812,si:ch73-281f12.4
transcript/1813,cu639469.1
transcript/1814,larp1b
transcript/1815,si:ch211-196h16.4
transcript/1816,ptprn2
transcript/1817,phf13
transcript/1818,urgcp
transcript/1819,synrg
transcript/1820,hivep3b
transcript/1821,si:ch211-196h16.4
transcript/1822,large2
transcript/1823,tom1l2
transcript/1824,clmn
transcript/1825,myom2a
transcript/1826,nudt3a
transcript/1827,ubr5
transcript/1828,ercc6
transcript/1829,trim9
transcript/1830,fn1b
transcript/1831,itprid1
transcript/1832,hipk2
transcript/1833,ncoa3
transcript/1834,ubap2l
transcript/1835,large1
transcript/1836,ctbp1
transcript/1837,c4b
transcript/1838,ttc17
transcript/1839,kif5c
transcript/1840,chl1b
transcript/1841,chd4a
transcript/1842,pde4dip
transcript/1843,chd1
transcript/1844,slc39a14
transcript/1845,enschap00000001954
transcript/1846,thbs2a
transcript/1847,fbln2
transcript/1848,phactr4a
transcript/1849,bcl9l
transcript/1850,card11
transcript/1851,hdlbpa
transcript/1852,epb41l1
transcript/1853,pds5b
transcript/1854,enschap00000051171
transcript/1855,cep152
transcript/1856,card11
transcript/1857,enschap00000001954
transcript/1858,si:dkey-17m8.1
transcript/1859,aco1
transcript/1860,tbcel
transcript/1861,map1a
transcript/1862,spbc215.13
transcript/1863,epb41l3b
transcript/1864,arf2b
transcript/1865,sorbs2a
transcript/1866,gapvd1
transcript/1867,smyhc3
transcript/1868,fam196b
transcript/1869,lsm14a
transcript/1870,hdac11
transcript/1871,ppp1r13ba
transcript/1872,mgat4a
transcript/1873,nek1
transcript/1874,smurf2
transcript/1875,ndst1b
transcript/1876,fam13a
transcript/1877,rbm47
transcript/1878,adam15
transcript/1879,mgat4b
transcript/1880,lrrc8d
transcript/1881,dchs1a
